Submission Date,Price,Quantity (grams),Quality,City (Census subdivision),Province,Primary Reason,Usage,Average Monthly Consumption (grams)
30/01/2018,5,1,High,halifax,NS,Medicate with a medical document,Daily,90
28/01/2018,99,28,High,halifax,NS,Use recreationally,Daily,90
28/01/2018,79,28,Medium,halifax,NS,Medicate with a medical document,Daily,90
30/01/2018,180,28,High,halifax,NS,Medicate without a medical document,Daily,84
30/01/2018,8,1,High,halifax,NS,Medicate with a medical document,Daily,80
30/01/2018,220,28,High,halifax,NS,Use recreationally,Daily,75
06/02/2018,8.5,10,High,halifax,NS,Medicate with a medical document,Daily,75
30/01/2018,80,12,High,halifax,NS,Use recreationally,Daily,70
30/01/2018,300,50,Medium,halifax,NS,Medicate without a medical document,Daily,70
31/01/2018,30,3.5,High,halifax,NS,Use recreationally,Daily,60
30/01/2018,8,1,Medium,halifax,NS,Medicate without a medical document,Daily,60
30/01/2018,90,14,Medium,halifax,NS,Use recreationally,Daily,60
30/01/2018,180,28,High,halifax,NS,Medicate without a medical document,Daily,60
31/01/2018,6,1,Medium,halifax,NS,Medicate without a medical document,Daily,60
30/01/2018,50,10,High,halifax,NS,Use recreationally,Daily,60
30/01/2018,5,1,Low,halifax,NS,Medicate without a medical document,Daily,60
02/02/2018,5,1,High,halifax,NS,Use recreationally,Daily,60
27/01/2018,8,1,High,halifax,NS,Medicate without a medical document,Daily,56
26/01/2018,50,7,Medium,halifax,NS,Use recreationally,Daily,56
30/01/2018,200,28,Medium,halifax,NS,Use recreationally,Daily,56
31/01/2018,200,28,Medium,halifax,NS,Medicate without a medical document,Daily,56
31/01/2018,150,28,High,halifax,NS,Medicate without a medical document,Daily,56
30/01/2018,4.5,1,High,halifax,NS,Medicate without a medical document,Daily,56
05/02/2018,40,5,High,halifax,NS,Use recreationally,Daily,50
02/02/2018,200,28,High,halifax,NS,Use recreationally,Daily,50
01/02/2018,180,28,Medium,halifax,NS,Medicate without a medical document,Daily,50
30/01/2018,175,28,Medium,halifax,NS,Medicate without a medical document,Daily,50
30/01/2018,150,25,High,halifax,NS,Use recreationally,Daily,50
29/01/2018,220,28,Medium,halifax,NS,Use recreationally,Daily,48
29/01/2018,138,23,High,halifax,NS,Medicate with a medical document,Daily,46
02/02/2018,200,28,Medium,halifax,NS,Use recreationally,Daily,42
30/01/2018,8,1,Medium,halifax,NS,Medicate without a medical document,Daily,40
31/01/2018,180,28,High,halifax,NS,Use recreationally,Daily,35
02/02/2018,100,28,High,halifax,NS,Medicate without a medical document,Daily,34
30/01/2018,312.67,30,High,halifax,NS,Medicate with a medical document,Daily,30
30/01/2018,10,1,High,halifax,NS,Medicate with a medical document,Daily,30
29/01/2018,10,1,Medium,halifax,NS,Medicate without a medical document,Daily,30
30/01/2018,10,1,High,halifax,NS,Medicate without a medical document,Daily,30
31/01/2018,50,5,Medium,halifax,NS,Use recreationally,Daily,30
30/01/2018,8,1,High,halifax,NS,Use recreationally,Daily,30
30/01/2018,8,1,High,halifax,NS,Use recreationally,Daily,30
30/01/2018,7.5,1,Medium,halifax,NS,Use recreationally,A few times per week,30
30/01/2018,100,14,High,halifax,NS,Use recreationally,Daily,30
02/02/2018,50,7,High,halifax,NS,Medicate without a medical document,Daily,30
27/01/2018,7,1,High,halifax,NS,Use recreationally,Daily,30
31/01/2018,45,7,High,halifax,NS,Use recreationally,Daily,30
30/01/2018,6,1,High,halifax,NS,Medicate with a medical document,Daily,30
01/02/2018,21,3.5,Medium,halifax,NS,Medicate without a medical document,Daily,30
30/01/2018,165,28,High,halifax,NS,Use recreationally,Daily,30
30/01/2018,160,28,Medium,halifax,NS,Use recreationally,Daily,30
26/01/2018,109,28,High,halifax,NS,Medicate without a medical document,Daily,30
30/01/2018,104,28,Medium,halifax,NS,Medicate without a medical document,Daily,30
31/01/2018,11.5,1,High,halifax,NS,Medicate without a medical document,Daily,28
01/02/2018,11.5,1,Medium,halifax,NS,Medicate with a medical document,Daily,28
30/01/2018,40,3.5,High,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,10,1,High,halifax,NS,Medicate without a medical document,Daily,28
31/01/2018,10,1,High,halifax,NS,Use recreationally,Daily,28
31/01/2018,9,1,High,halifax,NS,Use recreationally,Daily,28
30/01/2018,125,14,High,halifax,NS,Medicate with a medical document,Daily,28
31/01/2018,60,7,High,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,8.5,1,High,halifax,NS,Medicate with a medical document,Daily,28
30/01/2018,28,3.5,High,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,40,5,Medium,halifax,NS,Use recreationally,Daily,28
31/01/2018,8,1,Medium,halifax,NS,Medicate with a medical document,Daily,28
31/01/2018,80,10,Medium,halifax,NS,Use recreationally,Daily,28
02/02/2018,112,14,High,halifax,NS,Use recreationally,Daily,28
31/01/2018,112,14,High,halifax,NS,Use recreationally,A few times per week,28
30/01/2018,220,28,High,halifax,NS,Use recreationally,Daily,28
30/01/2018,110,14,High,halifax,NS,Use recreationally,Daily,28
27/01/2018,220,28,High,halifax,NS,Use recreationally,A few times per month,28
30/01/2018,55,7,High,halifax,NS,Medicate without a medical document,A few times per week,28
27/01/2018,200,28,Medium,halifax,NS,Medicate with a medical document,Daily,28
27/01/2018,100,14,Medium,halifax,NS,Use recreationally,Daily,28
29/01/2018,200,28,High,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,100,14,Medium,halifax,NS,Use recreationally,Daily,28
30/01/2018,100,14,High,halifax,NS,Use recreationally,Daily,28
30/01/2018,100,14,High,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,50,7,Medium,halifax,NS,Medicate without a medical document,Daily,28
31/01/2018,50,7,High,halifax,NS,Medicate without a medical document,Daily,28
31/01/2018,100,14,High,halifax,NS,Medicate without a medical document,Daily,28
31/01/2018,200,28,High,halifax,NS,Use recreationally,Daily,28
31/01/2018,100,14,Medium,halifax,NS,Medicate without a medical document,Daily,28
02/02/2018,200,28,High,halifax,NS,Use recreationally,Daily,28
04/02/2018,100,14,High,halifax,NS,Medicate without a medical document,Daily,28
01/02/2018,200,28,Medium,halifax,NS,Use recreationally,A few times per week,28
01/02/2018,200,28,High,halifax,NS,Use recreationally,A few times per week,28
30/01/2018,210,30,High,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,7,1,Medium,halifax,NS,Use recreationally,Daily,28
30/01/2018,7,1,Medium,halifax,NS,Medicate with a medical document,Daily,28
31/01/2018,7,1,High,halifax,NS,Medicate without a medical document,Daily,28
31/01/2018,7,1,Medium,halifax,NS,Medicate without a medical document,Daily,28
01/02/2018,7,1,High,halifax,NS,Medicate without a medical document,Daily,28
26/01/2018,6.9,1,High,halifax,NS,Use recreationally,Daily,28
26/01/2018,6.8,1,High,halifax,NS,Medicate with a medical document,Daily,28
31/01/2018,190,28,High,halifax,NS,Use recreationally,Daily,28
31/01/2018,39,6,Medium,halifax,NS,Use recreationally,Daily,28
26/01/2018,180,28,High,halifax,NS,Use recreationally,Daily,28
30/01/2018,180,28,High,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,175,28,High,halifax,NS,Use recreationally,Daily,28
30/01/2018,42,7,High,halifax,NS,Medicate with a medical document,Daily,28
02/02/2018,180,30,Medium,halifax,NS,Medicate without a medical document,Daily,28
02/02/2018,300,50,High,halifax,NS,Use recreationally,Daily,28
30/01/2018,6,1,High,halifax,NS,Use recreationally,A few times per week,28
30/01/2018,6,1,High,halifax,NS,Use recreationally,A few times per month,28
31/01/2018,1300,226,High,halifax,NS,Medicate without a medical document,Daily,28
26/01/2018,80,14,High,halifax,NS,Use recreationally,Daily,28
30/01/2018,160,28,High,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,160,28,Medium,halifax,NS,Medicate without a medical document,Daily,28
31/01/2018,40,7,High,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,150,28,Medium,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,145,28,Medium,halifax,NS,Medicate without a medical document,Daily,28
28/01/2018,70,14,Medium,halifax,NS,Medicate with a medical document,Daily,28
31/01/2018,5,1,High,halifax,NS,Medicate without a medical document,Daily,28
31/01/2018,70,14,High,halifax,NS,Medicate without a medical document,Daily,28
01/02/2018,5,1,High,halifax,NS,Use recreationally,Daily,28
01/02/2018,35,7,Medium,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,65,14,High,halifax,NS,Use recreationally,Daily,28
01/02/2018,130,28,High,halifax,NS,Use recreationally,Daily,28
30/01/2018,123,28,High,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,60,14,High,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,120,28,High,halifax,NS,Use recreationally,Daily,28
31/01/2018,120,28,High,halifax,NS,Use recreationally,Daily,28
02/02/2018,120,28,Medium,halifax,NS,Use recreationally,Daily,28
30/01/2018,20,5,Medium,halifax,NS,Medicate without a medical document,Daily,28
31/01/2018,110,28,High,halifax,NS,Medicate without a medical document,Daily,28
01/02/2018,100,28,Medium,halifax,NS,Medicate without a medical document,Daily,28
25/01/2018,99,28,Medium,halifax,NS,Medicate without a medical document,Daily,28
31/01/2018,99,28,Medium,halifax,NS,Medicate with a medical document,Daily,28
01/02/2018,99,28,High,halifax,NS,Medicate with a medical document,Daily,28
30/01/2018,3.5,1,Medium,halifax,NS,Medicate with a medical document,Daily,28
01/02/2018,85,28,Medium,halifax,NS,Medicate without a medical document,Daily,28
30/01/2018,40,5,Medium,halifax,NS,Use recreationally,Daily,25
31/01/2018,35,3.5,High,halifax,NS,Use recreationally,A few times per week,22
30/01/2018,40,5,High,halifax,NS,Medicate without a medical document,Daily,22
30/01/2018,220,28,High,halifax,NS,Use recreationally,Daily,21
30/01/2018,10,1,High,halifax,NS,Medicate without a medical document,Daily,20
01/02/2018,30,5,High,halifax,NS,Medicate without a medical document,Daily,20
30/01/2018,10,1,High,halifax,NS,Use recreationally,Daily,15
31/01/2018,10,1,Medium,halifax,NS,Use recreationally,Daily,15
31/01/2018,6.5,1,High,halifax,NS,Use recreationally,Daily,15
30/01/2018,10,2,High,halifax,NS,Medicate without a medical document,Daily,15
30/01/2018,7,2,High,halifax,NS,Use recreationally,Daily,15
30/01/2018,11.5,1,Medium,halifax,NS,Use recreationally,Daily,14
30/01/2018,150,14,High,halifax,NS,Medicate without a medical document,Daily,14
27/01/2018,10,1,High,halifax,NS,Use recreationally,Daily,14
30/01/2018,10,1,High,halifax,NS,Medicate with a medical document,Daily,14
30/01/2018,10,1,High,halifax,NS,Use recreationally,A few times per week,14
30/01/2018,20,2,High,halifax,NS,Medicate without a medical document,A few times per week,14
01/02/2018,65,7,High,halifax,NS,Medicate without a medical document,Daily,14
31/01/2018,60,7,High,halifax,NS,Use recreationally,A few times per week,14
30/01/2018,40,5,Medium,halifax,NS,Use recreationally,Daily,14
30/01/2018,8,1,High,halifax,NS,Use recreationally,Daily,14
30/01/2018,8,1,High,halifax,NS,Medicate with a medical document,Daily,14
30/01/2018,40,5,High,halifax,NS,Use recreationally,A few times per week,14
30/01/2018,80,10,Medium,halifax,NS,Use recreationally,A few times per week,14
30/01/2018,7.25,1,Medium,halifax,NS,Medicate without a medical document,Daily,14
30/01/2018,200,28,Medium,halifax,NS,Use recreationally,Daily,14
30/01/2018,100,14,Medium,halifax,NS,Use recreationally,Daily,14
30/01/2018,100,14,High,halifax,NS,Use recreationally,Daily,14
31/01/2018,200,28,Medium,halifax,NS,Use recreationally,Daily,14
30/01/2018,100,14,High,halifax,NS,Use recreationally,A few times per week,14
31/01/2018,50,7,High,halifax,NS,Use recreationally,A few times per week,14
26/01/2018,7,1,High,halifax,NS,Use recreationally,Daily,14
26/01/2018,7,1,High,halifax,NS,Medicate without a medical document,Daily,14
31/01/2018,7,1,High,halifax,NS,Medicate without a medical document,A few times per week,14
30/01/2018,195,28,High,halifax,NS,Use recreationally,Daily,14
03/02/2018,190,28,Medium,halifax,NS,Medicate without a medical document,Daily,14
31/01/2018,180,28,Medium,halifax,NS,Medicate without a medical document,Daily,14
30/01/2018,180,28,Medium,halifax,NS,Use recreationally,A few times per week,14
31/01/2018,90,14,High,halifax,NS,Medicate without a medical document,A few times per week,14
01/02/2018,170,28,High,halifax,NS,Use recreationally,Daily,14
30/01/2018,6,1,High,halifax,NS,Medicate without a medical document,Daily,14
26/01/2018,6,1,Medium,halifax,NS,Medicate without a medical document,A few times per month,14
30/01/2018,6,1,High,halifax,NS,Medicate with a medical document,A few times per week,14
26/01/2018,160,28,Medium,halifax,NS,Use recreationally,Daily,14
26/01/2018,5,1,High,halifax,NS,Use recreationally,Daily,14
31/01/2018,5,1,High,halifax,NS,Medicate without a medical document,Daily,14
31/01/2018,5,1,Medium,halifax,NS,Use recreationally,A few times per week,14
31/01/2018,100,28,Medium,halifax,NS,Medicate without a medical document,A few times per week,14
26/01/2018,3,1,High,halifax,NS,Use recreationally,A few times per week,14
30/01/2018,40,5,High,halifax,NS,Use recreationally,Daily,10
31/01/2018,40,5,Medium,halifax,NS,Use recreationally,Daily,10
26/01/2018,84,28,Medium,halifax,NS,Use recreationally,Daily,10
30/01/2018,11,1,High,halifax,NS,Use recreationally,A few times per week,7
27/01/2018,10,1,High,halifax,NS,Medicate without a medical document,Daily,7
29/01/2018,10,1,High,halifax,NS,Use recreationally,Daily,7
30/01/2018,10,1,High,halifax,NS,Medicate with a medical document,Daily,7
30/01/2018,10,1,Medium,halifax,NS,Medicate without a medical document,Daily,7
30/01/2018,10,1,High,halifax,NS,Medicate without a medical document,A few times per week,7
31/01/2018,10,1,High,halifax,NS,Use recreationally,A few times per week,7
30/01/2018,92,10,High,halifax,NS,Medicate with a medical document,A few times per week,7
29/01/2018,9,1,High,halifax,NS,Medicate without a medical document,Daily,7
31/01/2018,9,1,High,halifax,NS,Medicate without a medical document,A few times per week,7
30/01/2018,60,7,High,halifax,NS,Use recreationally,Daily,7
30/01/2018,30,3.5,Medium,halifax,NS,Use recreationally,Daily,7
30/01/2018,120,14,High,halifax,NS,Use recreationally,A few times per week,7
30/01/2018,60,7,Medium,halifax,NS,Use recreationally,A few times per week,7
04/02/2018,60,7,High,halifax,NS,Medicate without a medical document,A few times per week,7
30/01/2018,112,14,High,halifax,NS,Medicate without a medical document,Daily,7
26/01/2018,8,1,High,halifax,NS,Medicate without a medical document,Daily,7
30/01/2018,40,5,Medium,halifax,NS,Use recreationally,Daily,7
30/01/2018,56,7,High,halifax,NS,Use recreationally,Daily,7
31/01/2018,8,1,Medium,halifax,NS,Medicate without a medical document,Daily,7
30/01/2018,56,7,High,halifax,NS,Use recreationally,Daily,7
30/01/2018,8,1,High,halifax,NS,Medicate without a medical document,A few times per week,7
30/01/2018,8,1,High,halifax,NS,Use recreationally,A few times per week,7
30/01/2018,80,10,High,halifax,NS,Use recreationally,A few times per week,7
30/01/2018,8,1,High,halifax,NS,Use recreationally,A few times per month,7
31/01/2018,40,5,Medium,halifax,NS,Use recreationally,A few times per week,7
31/01/2018,40,5,Medium,halifax,NS,Use recreationally,A few times per week,7
01/02/2018,7.94,1,High,halifax,NS,Medicate with a medical document,Daily,7
01/02/2018,110,14,High,halifax,NS,Use recreationally,Daily,7
31/01/2018,7.5,1,Medium,halifax,NS,Use recreationally,A few times per week,7
03/02/2018,100,14,Low,halifax,NS,Medicate without a medical document,Daily,7
30/01/2018,200,28,High,halifax,NS,Use recreationally,A few times per month,7
30/01/2018,25,3.5,Medium,halifax,NS,Use recreationally,A few times per week,7
30/01/2018,50,7,High,halifax,NS,Use recreationally,A few times per week,7
01/02/2018,100,14,High,halifax,NS,Use recreationally,A few times per week,7
02/02/2018,200,28,High,halifax,NS,Use recreationally,A few times per week,7
30/01/2018,60,8.5,High,halifax,NS,Use recreationally,Daily,7
01/02/2018,7,1,High,halifax,NS,Medicate without a medical document,Daily,7
30/01/2018,7,1,High,halifax,NS,Medicate without a medical document,A few times per week,7
01/02/2018,70,10,High,halifax,NS,Use recreationally,A few times per week,7
01/02/2018,7,1,Medium,halifax,NS,Use recreationally,A few times per week,7
31/01/2018,185,28,High,halifax,NS,Medicate without a medical document,Daily,7
26/01/2018,180,28,High,halifax,NS,Medicate without a medical document,Daily,7
26/01/2018,6,1,High,halifax,NS,Medicate without a medical document,Daily,7
30/01/2018,6,1,Medium,halifax,NS,Medicate with a medical document,Daily,7
